X-One Reference,Amount,Currency,Buy/Sell,Instrument Name,Product Price,Maturity Date,Trade Date,Option Type,Strike,Broker Fees,Broker Fees Ccy,Underlying Name
ELI-899244815,610200,JPY,Buy,EquityFuture,16950,42713,42656,,,0,JPY,NIKKEI
ELI-899295177,167500,JPY,Sell,EquityFuture,16750,42713,42656,,,0,JPY,NIKKEI
ELI-899335711,660000,JPY,Sell,EquityListedOption,2200,43448,42656,P,16750,150750,JPY,NIKKEI
ELI-899335709,440000,JPY,Sell,EquityListedOption,2200,43448,42656,P,16750,100500,JPY,NIKKEI
ELI-899335710,522000,JPY,Sell,EquityListedOption,1740,43448,42656,C,16750,0.00001,JPY,NIKKEI
ELI-899335708,348000,JPY,Sell,EquityListedOption,1740,43448,42656,C,16750,0.00001,JPY,NIKKEI
ELI-899244814,891600,JPY,Sell,EquityListedOption,743,43448,42656,C,20000,305100,JPY,NIKKEI
ELI-899295176,137000,JPY,Sell,EquityListedOption,685,43448,42656,P,12000,50250,JPY,NIKKEI
ELI-899244813,672000,JPY,Buy,EquityListedOption,560,43259,42656,C,20000,0.00001,JPY,NIKKEI
ELI-899295175,80000,JPY,Buy,EquityListedOption,400,43077,42656,P,12000,0.00001,JPY,NIKKEI
ELI-899260594,300,KRW,Sell,EquityListedOption,0.5,42712,42656,P,225,2032.6423,USD,KS200
ELI-899260595,6912,KRW,Sell,EquityFuture,256,42712,42656,,,,,KS200
ELI-899245251,11520,KRW,Sell,EquityFuture,256,42712,42656,,,,,KS200
ELI-899245250,500,KRW,Sell,EquityListedOption,0.5,42712,42656,P,225,3413.1816,USD,KS200
ELI-899012052,5397,KRW,Buy,EquityFuture,257,42712,42655,,,,,KS200
ELI-898954402,1200,KRW,Buy,EquityListedOption,3,43083,42655,C,300,0,USD,KS200
ELI-898954403,13312,KRW,Buy,EquityFuture,256,42712,42655,,,,,KS200
ELI-898945386,12850,KRW,Sell,EquityFuture,257,42712,42655,,,,,KS200
ELI-898945384,900,KRW,Sell,EquityListedOption,9,42894,42655,C,260,0,USD,KS200
ELI-889969283,17850,KRW,Sell,EquityFuture,262.5,42712,42620,,,,,KS200
ELI-888076340,8207500,JPY,Buy,EquityFuture,16750,42622,42612,,,0,JPY,NIKKEI
ELI-888062541,1085500,JPY,Buy,EquityFuture,16700,42622,42612,,,0,JPY,NIKKEI
ELI-888062540,617900,JPY,Buy,EquityFuture,16700,42622,42612,,,0,JPY,NIKKEI
ELI-888076337,680000,JPY,Sell,EquityListedOption,680,42713,42612,C,16750,167500,JPY,NIKKEI
ELI-888062538,77792,JPY,Buy,EquityListedOption,221,42622,42612,P,16750,58784,JPY,NIKKEI
ELI-888062536,44200,JPY,Buy,EquityListedOption,221,42622,42612,P,16750,33400,JPY,NIKKEI
ELI-888076339,141000,JPY,Buy,EquityListedOption,141,42713,42612,P,14000,0.00001,JPY,NIKKEI
ELI-888062539,42240,JPY,Sell,EquityListedOption,120,42622,42612,P,16500,0.00001,JPY,NIKKEI
ELI-888062537,24000,JPY,Sell,EquityListedOption,120,42622,42612,P,16500,0.00001,JPY,NIKKEI
ELI-888076338,90000,JPY,Buy,EquityListedOption,90,42713,42612,C,19000,0.00001,JPY,NIKKEI
ELI-885875481,144000,HKD,Buy,EquityListedOption,1440,43462,42601,P,9600,0.0001,HKD,HSCE
ELI-885875480,118000,HKD,Buy,EquityListedOption,1180,43462,42601,C,9600,2980,HKD,HSCE
ELI-884945937,641850,HKD,Sell,EquityFuture,9725,42612,42598,,,0,HKD,HSCE
ELI-884945935,29400,HKD,Sell,EquityListedOption,98,42642,42598,P,9200,4376,HKD,HSCE
ELI-884986327,9800,HKD,Sell,EquityListedOption,98,42642,42598,P,9200,1459,HKD,HSCE
ELI-884986226,213950,HKD,Sell,EquityFuture,9725,42612,42598,,,,,HSCE
ELI-877244601,84,KRW,Sell,EquityListedOption,6,42621,42565,P,250,0,USD,KS200
ELI-877244594,70,KRW,Buy,EquityListedOption,5,42621,42565,C,250,0,USD,KS200
ELI-876434918,35800,HKD,Sell,EquityFuture,8950,42579,42563,,,0,HKD,HSCE
ELI-876434917,29000,HKD,Buy,EquityListedOption,290,42642,42563,P,8800,0.0001,HKD,HSCE
ELI-876434916,47100,HKD,Buy,EquityListedOption,471,42642,42563,C,8800,2640,HKD,HSCE
ELI-876022745,36000,JPY,Buy,EquityListedOption,40,42594,42562,C,17250,0.00001,JPY,NIKKEI
ELI-875657567,5200,JPY,Sell,EquityListedOption,26,42713,42559,P,8000,30400,JPY,NIKKEI
ELI-874912411,75750,JPY,Sell,EquityFuture,15150,42622,42557,,,0,JPY,NIKKEI
ELI-874912410,172000,JPY,Buy,EquityListedOption,1720,43077,42557,P,15000,0.00001,JPY,NIKKEI
ELI-874912409,150000,JPY,Buy,EquityListedOption,1500,43077,42557,C,15000,45450,JPY,NIKKEI
ELI-874896464,73800,JPY,Sell,EquityListedOption,369,42622,42557,P,14500,30700,JPY,NIKKEI
ELI-874534810,1216800,JPY,Sell,EquityFuture,15600,42622,42556,,,0,JPY,NIKKEI
ELI-874625357,62000,JPY,Buy,EquityFuture,15500,42622,42556,,,0,JPY,NIKKEI
ELI-874534809,401000,JPY,Sell,EquityListedOption,2005,43812,42556,P,14000,46800,JPY,NIKKEI
ELI-874625355,195000,JPY,Sell,EquityListedOption,975,42713,42556,P,15500,0.00001,JPY,NIKKEI
ELI-874625352,190600,JPY,Sell,EquityListedOption,953,42713,42556,C,15500,62000,JPY,NIKKEI
ELI-856209421,674000,JPY,Buy,EquityFuture,16850,42531,42488,,,0,JPY,NIKKEI
ELI-856209420,674000,JPY,Buy,EquityFuture,16850,42531,42488,,,0,JPY,NIKKEI
ELI-856201178,2712500,JPY,Buy,EquityFuture,17500,42531,42488,,,0,JPY,NIKKEI
ELI-856246544,6000,JPY,Buy,EquityListedOption,6,42503,42488,C,18250,187313,JPY,NIKKEI
ELI-856246541,12000,JPY,Buy,EquityListedOption,6,42503,42488,C,18250,374625,JPY,NIKKEI
ELI-856209419,16000,JPY,Sell,EquityListedOption,80,42503,42488,C,17500,37913,JPY,NIKKEI
ELI-856209418,16000,JPY,Sell,EquityListedOption,80,42503,42488,C,17500,37913,JPY,NIKKEI
ELI-856201177,170000,JPY,Sell,EquityListedOption,340,42559,42488,C,18500,98438,JPY,NIKKEI
ELI-854792420,3040,KRW,Sell,EquityListedOption,15.2,43083,42482,P,240,1091,USD,KS200
ELI-854160683,27750,HKD,Buy,EquityFuture,9250,42488,42480,,,3620,HKD,HSCE
ELI-854160672,129600,HKD,Buy,EquityListedOption,1296,43097,42480,P,9200,0.00001,HKD,HSCE
ELI-854050848,2145,KRW,Sell,EquityListedOption,7.15,42712,42480,C,260,1648.2789,USD,KS200
ELI-852831055,3326400,JPY,Buy,EquityFuture,16800,42531,42474,,,0,JPY,NIKKEI
ELI-852831054,369600,JPY,Buy,EquityFuture,16800,42531,42474,,,0,JPY,NIKKEI
ELI-852831053,360000,JPY,Buy,EquityListedOption,200,42531,42474,C,18000,0.00001,JPY,NIKKEI
ELI-852831052,604800,JPY,Sell,EquityListedOption,336,42531,42474,C,17500,340200,JPY,NIKKEI
ELI-852831051,40000,JPY,Buy,EquityListedOption,200,42531,42474,C,18000,0.00001,JPY,NIKKEI
ELI-852831050,67200,JPY,Sell,EquityListedOption,336,42531,42474,C,17500,37800,JPY,NIKKEI
ELI-851053951,1665,KRW,Sell,EquityListedOption,16.65,43083,42467,C,250,527,USD,KS200
ELI-851052680,292.5,KRW,Sell,EquityListedOption,5.85,42621,42467,C,250,528,USD,KS200
ELI-848662753,142500,HKD,Buy,EquityListedOption,570,42733,42458,P,8000,4350,HKD,HSCE
ELI-848109365,130000,JPY,Buy,EquityListedOption,1300,42804,42453,C,17000,37800,JPY,NIKKEI
ELI-848107187,53000,JPY,Sell,EquityListedOption,265,42531,42453,C,17750,37688,JPY,NIKKEI
ELI-840951814,64000,JPY,Sell,EquityFuture,16000,42440,42425,,,0,JPY,NIKKEI
ELI-840951813,544000,JPY,Buy,EquityListedOption,2720,43448,42425,P,16000,0.00001,JPY,NIKKEI
ELI-840951812,400000,JPY,Buy,EquityListedOption,2000,43448,42425,C,16000,96000,JPY,NIKKEI
ELI-840948739,207000,JPY,Buy,EquityListedOption,1380,42713,42425,C,16000,72225,JPY,NIKKEI
ELI-840966649,141000,JPY,Sell,EquityListedOption,470,42713,42425,C,18500,72675,JPY,NIKKEI
ELI-840955211,108000,JPY,Buy,EquityListedOption,270,42468,42425,C,17000,72675,JPY,NIKKEI
ELI-931952923,156750,HKD,Buy,EquityFuture,10450,42793,42788,,,0.00001,HKD,HSCE
ELI-931947580,356150,HKD,Buy,EquityFuture,10475,42793,42788,,,0.00001,HKD,HSCE
ELI-931947622,2252125,HKD,Buy,EquityFuture,10475,42793,42788,,,0.00001,HKD,HSCE
ELI-932006414,90500,HKD,Sell,EquityListedOption,181,43279,42788,C,13800,7893.75,HKD,HSCE
ELI-932017971,304500,HKD,Buy,EquityListedOption,1015,43006,42788,C,24000,10833.75,HKD,HANGSENG
ELI-932018084,1227825,HKD,Sell,EquityFuture,24075,42793,42788,,,0.00001,HKD,HANGSENG
ELI-931947621,289500,HKD,Sell,EquityListedOption,579,43097,42788,C,10800,7856.25,HKD,HSCE
ELI-931951982,378000,HKD,Sell,EquityListedOption,120,42884,42788,C,11400,0.00001,HKD,HSCE
ELI-931947578,120500,HKD,Sell,EquityListedOption,1205,43097,42788,C,9600,3142.5,HKD,HSCE
ELI-931959639,247000,HKD,Sell,EquityListedOption,95,42915,42788,C,11600,0.00001,HKD,HSCE
ELI-931959642,6264050,HKD,Buy,EquityFuture,10475,42793,42788,,,0.00001,HKD,HSCE
ELI-931947579,50000,HKD,Sell,EquityListedOption,500,43097,42788,P,9600,0.00001,HKD,HSCE
ELI-931952922,21000,HKD,Buy,EquityListedOption,21,43097,42788,P,5000,15675,HKD,HSCE
ELI-932006415,631500,HKD,Buy,EquityFuture,10525,42793,42788,,,0.00001,HKD,HSCE
ELI-931957298,56400,HKD,Buy,EquityListedOption,94,43279,42788,P,6000,9450,HKD,HSCE
ELI-931959636,1599000,HKD,Buy,EquityListedOption,410,42915,42788,C,10400,0.00001,HKD,HSCE
ELI-931959633,2727400,HKD,Sell,EquityListedOption,1049,42915,42788,C,9400,40852,HKD,HSCE
ELI-931957299,315000,HKD,Buy,EquityFuture,10500,42793,42788,,,0.00001,HKD,HSCE
ELI-932006651,160000,HKD,Buy,EquityListedOption,80,43097,42788,C,13800,0.00001,HKD,HSCE
ELI-931951983,1984500,HKD,Sell,EquityFuture,10500,42793,42788,,,0.00001,HKD,HSCE
ELI-932018083,162000,HKD,Sell,EquityListedOption,270,43006,42788,C,26600,0.00001,HKD,HANGSENG
ELI-932006649,262000,HKD,Sell,EquityListedOption,262,43097,42788,C,12000,15750,HKD,HSCE
ELI-932006656,735000,HKD,Buy,EquityFuture,10500,42793,42788,,,0.00001,HKD,HSCE
ELI-931951981,581700,HKD,Buy,EquityListedOption,277,42884,42788,C,10800,33075,HKD,HSCE
ELI-931952504,15015,KRW,Sell,EquityFuture,273,42803,42788,,,0.00001,KRW,KS200
ELI-931953947,1115,KRW,Buy,EquityListedOption,11.15,43083,42788,P,270,0.00001,KRW,KS200
ELI-931953948,19075,KRW,Sell,EquityFuture,272.5,42803,42788,,,0.00001,KRW,KS200
ELI-931952503,51.5,KRW,Sell,EquityListedOption,1.03,42894,42788,P,250,0.00001,KRW,KS200
ELI-931952502,51,KRW,Sell,EquityListedOption,1.02,42894,42788,P,250,359.45,USD,KS200
ELI-931953946,1500,KRW,Buy,EquityListedOption,15,43083,42788,C,270,716.16,USD,KS200
ELI-931146537,12400,HKD,Buy,EquityListedOption,248,42824,42783,P,10400,1556.25,HKD,HSCE
ELI-931099642,24800,HKD,Buy,EquityListedOption,248,42824,42783,P,10400,3112.5,HKD,HSCE
ELI-931146536,11350,HKD,Buy,EquityListedOption,227,42824,42783,C,10400,0.00001,HKD,HSCE
ELI-931088191,120000,HKD,Sell,EquityListedOption,400,42915,42783,C,10400,0.00001,HKD,HSCE
ELI-931087288,323950,HKD,Buy,EquityFuture,10450,42793,42783,,,0.00001,HKD,HSCE
ELI-931087789,50000,HKD,Sell,EquityListedOption,400,42915,42783,C,10400,0.00001,HKD,HSCE
ELI-931087790,69375,HKD,Sell,EquityListedOption,555,42915,42783,P,10400,0.00001,HKD,HSCE
ELI-931088190,125400,HKD,Sell,EquityFuture,10450,42793,42783,,,0.00001,HKD,HSCE
ELI-931099641,22700,HKD,Buy,EquityListedOption,227,42824,42783,C,10400,0.00001,HKD,HSCE
ELI-931087287,11900,HKD,Sell,EquityListedOption,119,42824,42783,C,10800,1567.5,HKD,HSCE
ELI-931087791,52250,HKD,Sell,EquityFuture,10450,42793,42783,,,0.00001,HKD,HSCE
ELI-931088192,166500,HKD,Sell,EquityListedOption,555,42915,42783,P,10400,13324,HKD,HSCE
ELI-931085255,59400,KRW,Buy,EquityFuture,270,43083,42783,,,0.00001,KRW,KS200
ELI-931085253,1044,KRW,Sell,EquityListedOption,5.22,43083,42783,C,290,0.00001,KRW,KS200
ELI-931085992,26890,KRW,Sell,EquityFuture,268.9,42803,42783,,,0.00001,KRW,KS200
ELI-931085250,2440,KRW,Buy,EquityListedOption,6.1,43083,42783,P,250,1412,USD,KS200
ELI-931085991,27020,KRW,Buy,EquityFuture,270.2,43083,42783,,,354,USD,KS200
ELI-931085251,1046,KRW,Sell,EquityListedOption,5.23,43083,42783,C,290,0.00001,KRW,KS200
ELI-930770169,650,KRW,Buy,EquityListedOption,6.5,42992,42782,P,260,353.43,USD,KS200
ELI-930770170,300,KRW,Sell,EquityListedOption,1.5,42992,42782,P,230,0.00001,KRW,KS200
ELI-930770171,22865,KRW,Buy,EquityFuture,269,42803,42782,,,0.00001,KRW,KS200
ELI-930770167,121500,HKD,Buy,EquityListedOption,162,43006,42782,P,19000,0.00001,HKD,HANGSENG
ELI-930769538,90000,HKD,Buy,EquityListedOption,900,43097,42782,P,10400,3150,HKD,HSCE
ELI-930793822,209000,HKD,Buy,EquityFuture,10450,42793,42782,,,0.00001,HKD,HSCE
ELI-930770166,362625,HKD,Sell,EquityListedOption,967,43006,42782,P,23000,13486,HKD,HANGSENG
ELI-930770168,2061850,HKD,Sell,EquityFuture,23975,42793,42782,,,0.00001,HKD,HANGSENG
ELI-930793810,44000,HKD,Buy,EquityListedOption,22,43097,42782,P,5000,31350,HKD,HSCE
ELI-930769537,75100,HKD,Buy,EquityListedOption,751,43097,42782,C,10400,0.00001,HKD,HSCE
ELI-930805292,51500,HKD,Sell,EquityListedOption,103,42852,42782,C,11200,7837.5,HKD,HSCE
ELI-930805296,1149500,HKD,Buy,EquityFuture,10450,42793,42782,,,0.00001,HKD,HSCE
ELI-930439793,12105,KRW,Sell,EquityFuture,269,42803,42781,,,0.00001,KRW,KS200
ELI-930405596,600,KRW,Sell,EquityListedOption,6,42894,42781,P,270,0.00001,KRW,KS200
ELI-930381536,1353,KRW,Sell,EquityListedOption,13.53,43083,42781,P,270,703,USD,KS200
ELI-930439790,24210,KRW,Sell,EquityFuture,269,42803,42781,,,0.00001,KRW,KS200
ELI-930405595,765,KRW,Sell,EquityListedOption,7.65,42894,42781,C,270,708.86,USD,KS200
ELI-930439781,197,KRW,Sell,EquityListedOption,1.97,43083,42781,P,220,0.00001,KRW,KS200
ELI-930381537,25728,KRW,Sell,EquityFuture,268,42803,42781,,,0.00001,KRW,KS200
ELI-930439788,98.5,KRW,Sell,EquityListedOption,1.97,43083,42781,P,220,0.00001,KRW,KS200
ELI-930381535,1352,KRW,Sell,EquityListedOption,13.52,43083,42781,P,270,0.00001,KRW,KS200
ELI-930448953,11550,HKD,Sell,EquityListedOption,231,42915,42781,P,9600,781.88,HKD,HSCE
ELI-930420715,17200,HKD,Buy,EquityListedOption,86,42793,42781,P,10400,3142.5,HKD,HSCE
ELI-930420716,800,HKD,Sell,EquityListedOption,4,42793,42781,P,9800,0.00001,HKD,HSCE
ELI-930420717,754200,HKD,Buy,EquityFuture,10475,42793,42781,,,0.00001,HKD,HSCE
ELI-930448954,145950,HKD,Sell,EquityFuture,10425,42793,42781,,,0.00001,HKD,HSCE
ELI-929778752,973750,HKD,Sell,EquityFuture,10250,42793,42779,,,0.00001,HKD,HSCE
ELI-929778751,177800,HKD,Buy,EquityListedOption,508,43006,42779,P,9600,0.00001,HKD,HSCE
ELI-929778750,294000,HKD,Buy,EquityListedOption,840,43006,42779,C,9600,10762.5,HKD,HSCE
ELI-929715139,8055,KRW,Buy,EquityFuture,268.5,42803,42779,,,0.00001,KRW,KS200
ELI-929715138,115,KRW,Buy,EquityListedOption,1.15,42992,42779,P,220,349.56,USD,KS200
ELI-929701607,11008.5,KRW,Buy,EquityFuture,268.5,42803,42779,,,0.00001,KRW,KS200
ELI-929708900,7249.5,KRW,Buy,EquityFuture,268.5,42803,42779,,,0.00001,KRW,KS200
ELI-929701606,988,KRW,Buy,EquityListedOption,6.5,43083,42779,P,250,532,USD,KS200
ELI-929708899,650,KRW,Buy,EquityListedOption,6.5,43083,42779,P,250,351.26,USD,KS200
ELI-929701777,35000,HKD,Buy,EquityListedOption,70,42824,42779,C,10800,0.00001,HKD,HSCE
ELI-929713805,23000,HKD,Sell,EquityListedOption,460,42915,42779,P,10000,0.00001,HKD,HSCE
ELI-929715772,22000,HKD,Buy,EquityListedOption,44,42915,42779,P,8000,0.00001,HKD,HSCE
ELI-929701779,508750,HKD,Buy,EquityFuture,10175,42793,42779,,,0.00001,HKD,HSCE
ELI-929715774,666250,HKD,Sell,EquityFuture,10250,42793,42779,,,0.00001,HKD,HSCE
ELI-929701778,91500,HKD,Sell,EquityListedOption,183,42884,42779,C,10800,7631.25,HKD,HSCE
ELI-929713808,61500,HKD,Buy,EquityFuture,10250,42793,42779,,,0.00001,HKD,HSCE
ELI-929715773,178500,HKD,Sell,EquityListedOption,357,43279,42779,P,8000,7687.5,HKD,HSCE
ELI-929713802,24800,HKD,Sell,EquityListedOption,496,42915,42779,C,10000,1537.5,HKD,HSCE
ELI-929368701,146700,HKD,Sell,EquityListedOption,489,43006,42776,P,9600,4567.5,HKD,HSCE
ELI-929413795,100000,HKD,Buy,EquityListedOption,1000,43097,42776,C,9600,3052.5,HKD,HSCE
ELI-929369124,220800,HKD,Sell,EquityListedOption,1104,43279,42776,P,10000,6105,HKD,HSCE
ELI-929368703,609000,HKD,Sell,EquityFuture,10150,42793,42776,,,0.00001,HKD,HSCE
ELI-929369125,122100,HKD,Buy,EquityFuture,10175,42793,42776,,,0.00001,HKD,HSCE
ELI-929446563,757800,HKD,Buy,EquityListedOption,1263,43462,42776,P,10000,9157.5,HKD,HSCE
ELI-929412698,508750,HKD,Buy,EquityFuture,10175,42793,42776,,,0.00001,HKD,HSCE
ELI-929432204,47400,HKD,Buy,EquityListedOption,237,42824,42776,C,10200,3045,HKD,HSCE
ELI-929432207,974400,HKD,Sell,EquityFuture,10150,42793,42776,,,0.00001,HKD,HSCE
ELI-929413799,62700,HKD,Buy,EquityListedOption,627,43097,42776,P,9600,0.00001,HKD,HSCE
ELI-929368702,59400,HKD,Buy,EquityListedOption,99,43006,42776,P,7800,0.00001,HKD,HSCE
ELI-929374870,4600,HKD,Sell,EquityListedOption,46,42824,42776,C,11000,1522.5,HKD,HSCE
ELI-929369123,189400,HKD,Sell,EquityListedOption,947,43279,42776,C,10000,0.00001,HKD,HSCE
ELI-929446569,1098900,HKD,Buy,EquityFuture,10175,42793,42776,,,0.00001,HKD,HSCE
ELI-929446567,372600,HKD,Sell,EquityListedOption,414,43462,42776,P,7600,0.00001,HKD,HSCE
ELI-929374871,131950,HKD,Buy,EquityFuture,10150,42793,42776,,,0.00001,HKD,HSCE
ELI-929413803,244200,HKD,Sell,EquityFuture,10175,42793,42776,,,0.00001,HKD,HSCE
ELI-929412693,64500,HKD,Buy,EquityListedOption,129,43097,42776,P,7400,7631.25,HKD,HSCE
ELI-929397444,50,KRW,Buy,EquityListedOption,0.5,42866,42776,C,290,0.00001,KRW,KS200
ELI-929397446,5929,KRW,Buy,EquityFuture,269.5,42803,42776,,,0.00001,KRW,KS200
ELI-929374780,7007,KRW,Buy,EquityFuture,269.5,42803,42776,,,0.00001,KRW,KS200
ELI-929374778,7007,KRW,Buy,EquityFuture,269.5,42803,42776,,,0.00001,KRW,KS200
ELI-929370196,81000,KRW,Buy,EquityFuture,270,42894,42776,,,1054,USD,KS200
ELI-929370194,80835,KRW,Sell,EquityFuture,269.45,42803,42776,,,0.00001,KRW,KS200
ELI-929374779,635,KRW,Buy,EquityListedOption,6.35,43083,42776,P,250,351.37,USD,KS200
ELI-929397443,360,KRW,Buy,EquityListedOption,1.8,42866,42776,P,255,1405.72,USD,KS200
ELI-929397445,45,KRW,Buy,EquityListedOption,0.45,42866,42776,C,290,0.00001,KRW,KS200
ELI-929374777,635,KRW,Buy,EquityListedOption,6.35,43083,42776,P,250,351.37,USD,KS200
ELI-929398458,484,KRW,Buy,EquityListedOption,2.2,43083,42776,P,220,773,USD,KS200
ELI-929398462,5390,KRW,Buy,EquityFuture,269.5,42803,42776,,,0.00001,KRW,KS200
ELI-929418240,179716320,JPY,Sell,EquitySecurity,764.1,,42776,,,,,8306.T
ELI-929053908,1000000,HKD,Buy,EquityFuture,10000,42793,42775,,,0.00001,HKD,HSCE
ELI-929049927,133000,HKD,Buy,EquityListedOption,1330,43462,42775,P,10000,3022.5,HKD,HSCE
ELI-929049926,111600,HKD,Buy,EquityListedOption,1116,43462,42775,C,10000,0.00001,HKD,HSCE
ELI-929053903,93700,HKD,Buy,EquityListedOption,937,43097,42775,P,10000,1500,HKD,HSCE
ELI-929049928,70525,HKD,Sell,EquityFuture,10075,42793,42775,,,0.00001,HKD,HSCE
ELI-929053906,74800,HKD,Sell,EquityListedOption,748,43097,42775,C,10000,0.00001,HKD,HSCE
ELI-928998931,222,KRW,Buy,EquityListedOption,2.22,42866,42775,P,255,351,USD,KS200
ELI-928998932,43,KRW,Buy,EquityListedOption,0.43,42866,42775,C,290,0.00001,KRW,KS200
ELI-928998933,18760,KRW,Buy,EquityFuture,268,42803,42775,,,0.00001,KRW,KS200
ELI-929002367,4200,KRW,Buy,EquityListedOption,14,43083,42775,C,270,2107,USD,KS200
ELI-929002369,20137.5,KRW,Sell,EquityFuture,268.5,42803,42775,,,0.00001,KRW,KS200
ELI-929010301,43,KRW,Sell,EquityListedOption,0.43,42803,42775,C,290,0.00001,KRW,KS200
ELI-929010298,222,KRW,Buy,EquityListedOption,2.22,42803,42775,P,255,0.00001,KRW,KS200
ELI-929010300,222,KRW,Sell,EquityListedOption,2.22,42803,42775,P,255,0.00001,KRW,KS200
ELI-929002368,4005,KRW,Buy,EquityListedOption,13.35,43083,42775,P,270,0.00001,KRW,KS200
ELI-929010299,43,KRW,Buy,EquityListedOption,0.43,42803,42775,C,290,0.00001,KRW,KS200
ELI-924660781,127800,HKD,Buy,EquityListedOption,568,42824,42758,C,23000,15559,HKD,HANGSENG
ELI-924660197,26750,HKD,Buy,EquityListedOption,107,42793,42758,P,9600,0.00001,HKD,HSCE
ELI-924729516,71000,HKD,Sell,EquityListedOption,710,43097,42758,C,9800,0.00001,HKD,HSCE
ELI-924660196,80000,HKD,Buy,EquityListedOption,320,42793,42758,C,9600,7350,HKD,HSCE
ELI-924660198,833000,HKD,Sell,EquityFuture,9800,42761,42758,,,0.00001,HKD,HSCE
ELI-924702124,1303400,HKD,Buy,EquityFuture,9800,42761,42758,,,0.00001,HKD,HSCE
ELI-924670430,508000,HKD,Buy,EquityListedOption,1270,43462,42758,P,9600,11700,HKD,HSCE
ELI-924702122,71400,HKD,Buy,EquityListedOption,102,42793,42758,P,9600,10290,HKD,HSCE
ELI-924729517,980000,HKD,Buy,EquityFuture,9800,42761,42758,,,0.00001,HKD,HSCE
ELI-924660782,125550,HKD,Buy,EquityListedOption,558,42824,42758,P,23000,0.00001,HKD,HANGSENG
ELI-924670429,460000,HKD,Buy,EquityListedOption,1150,43462,42758,C,9600,0.00001,HKD,HSCE
ELI-924729515,87100,HKD,Buy,EquityListedOption,871,43097,42758,P,9800,1470,HKD,HSCE
ELI-924702123,23800,HKD,Sell,EquityListedOption,17,42793,42758,P,9000,0.00001,HKD,HSCE
ELI-924660783,207450,HKD,Sell,EquityFuture,23050,42761,42758,,,0.00001,HKD,HANGSENG
ELI-924670431,390000,HKD,Sell,EquityFuture,9750,42761,42758,,,0.00001,HKD,HSCE
ELI-924304832,162000,HKD,Sell,EquityListedOption,324,42824,42755,P,9800,7293.75,HKD,HSCE
ELI-924303322,2800,HKD,Buy,EquityListedOption,8,42761,42755,P,9400,0.00001,HKD,HSCE
ELI-924365348,195000,HKD,Sell,EquityFuture,9750,42761,42755,,,0.00001,HKD,HSCE
ELI-924304394,114375,HKD,Buy,EquityListedOption,915,43097,42755,P,9800,1828,HKD,HSCE
ELI-924304391,48750,HKD,Sell,EquityListedOption,390,42915,42755,C,9800,0.00001,HKD,HSCE
ELI-924315338,4631250,HKD,Buy,EquityFuture,9750,42761,42755,,,0.00001,HKD,HSCE
ELI-924303320,39900,HKD,Buy,EquityListedOption,114,42761,42755,P,9800,5105.62,HKD,HSCE
ELI-924304833,40000,HKD,Buy,EquityListedOption,80,42824,42755,P,9000,0.00001,HKD,HSCE
ELI-924304834,1653250,HKD,Sell,EquityFuture,9725,42761,42755,,,0.00001,HKD,HSCE
ELI-924304393,87625,HKD,Buy,EquityListedOption,701,43097,42755,C,9800,0.00001,HKD,HSCE
ELI-924385756,1225000,HKD,Buy,EquityFuture,9800,42761,42755,,,0.00001,HKD,HSCE
ELI-924304395,107250,HKD,Sell,EquityFuture,9750,42761,42755,,,0.00001,HKD,HSCE
ELI-924385754,110125,HKD,Buy,EquityListedOption,881,43097,42755,P,9800,1837.5,HKD,HSCE
ELI-924303323,680750,HKD,Buy,EquityFuture,9725,42761,42755,,,0.00001,HKD,HSCE
ELI-924315337,130000,HKD,Sell,EquityListedOption,26,42793,42755,P,9000,0.00001,HKD,HSCE
ELI-924365347,248000,HKD,Buy,EquityListedOption,1240,43462,42755,P,9600,5850,HKD,HSCE
ELI-924315336,327500,HKD,Buy,EquityListedOption,131,42793,42755,P,9600,36562.5,HKD,HSCE
ELI-924385755,90000,HKD,Sell,EquityListedOption,720,43097,42755,C,9800,0.00001,HKD,HSCE
ELI-924365346,240000,HKD,Buy,EquityListedOption,1200,43462,42755,C,9600,0.00001,HKD,HSCE
ELI-924303321,21000,HKD,Sell,EquityListedOption,30,42761,42755,P,9600,0.00001,HKD,HSCE
ELI-924304392,77000,HKD,Sell,EquityListedOption,616,42915,42755,P,9800,0.00001,HKD,HSCE
ELI-924345369,640,KRW,Sell,EquityListedOption,1.6,43083,42755,P,200,0.00001,KRW,KS200
ELI-924345363,790,KRW,Buy,EquityListedOption,3.95,43083,42755,P,230,685.99,USD,KS200
ELI-924345375,8025,KRW,Buy,EquityFuture,267.5,42803,42755,,,0.00001,KRW,KS200
ELI-924056099,201200,HKD,Sell,EquityListedOption,503,42824,42754,P,22800,13815,HKD,HANGSENG
ELI-924012421,331500,HKD,Buy,EquityFuture,9750,42761,42754,,,0.00001,HKD,HSCE
ELI-924056100,4052400,HKD,Sell,EquityFuture,23025,42761,42754,,,0.00001,HKD,HANGSENG
ELI-924012420,12000,HKD,Sell,EquityListedOption,30,42793,42754,P,9000,0.00001,HKD,HSCE
ELI-924037545,499590,HKD,Buy,EquityListedOption,1170,43462,42754,C,9600,0.00001,HKD,HSCE
ELI-924012419,27200,HKD,Buy,EquityListedOption,136,42793,42754,P,9600,2925,HKD,HSCE
