S.No,Outcome,JA_SCORE,FR_SCORE,BWA_SCORE,GESAMT_SCORE,krf,PD,Ertrag_marge,start_EAD,LGD_rest_Ecosfera_avg,LGD_12_Ecosfera,bonitaetsindex,std_krediturteil,VC_umsatz,default,v_verlust_aug,verlust,A_FLAG_NEUGESCHAEFT,EIP_BLANKO,EIP_PBLANKO,EIP_BSG,EIP_PBSG,EIP_GESAMTENGA,EIP_PROTONEUENGA,EIP_PROTONEUSICHERHEITEN,EIP_EWB,V_VOTIERUNGSDATUM,SRK_LGD_rest_Ecosfera_avg,SRK_LGD_12_Ecosfera
823,1,0.01424,0.01913,0.02377,0.01853,4-,0.0174,3941.89,105500,0.13568,0.16996,229,21,0,0,0,0,1,25379.79,25379.79,0.9732,0.9732,946788.15,0,0,0,11NOV2016:09:47:15.933000,0.002361,0.002957
299,1,0.03104,0.07985,0.08185,0.06231,7+,0.1101,0,0,0,0,218,21,4000000,0,0,0,0,0,0,0,0,590000,0,0,0,11SEP2012:15:52:24.752000,0,0
5538,1,0.03359,0.04187,0.03102,0.08742,5,0.0276,1696.69,121100,0.03771,0.04637,187,1,400000,0,0,0,1,245944.17,55401.98,0.6103,0.6516,631063.59,121100,78715,0,23FEB2012:10:38:09.629000,0.001041,0.00128
3539,1,0.06021,0.09471,0.1626,0.06191,7+,0.1101,0,0,0,0,215,41,400000,0,0,0,1,0,0,1.3749,1.3749,1406650.93,379425,424956,0,19MAY2010:11:35:50.092000,0,0
2264,1,0.03117,0.09471,0.09876,0.1397,7,0.1443,3247.27,132000,0.11635,0.14694,272,21,26117002.81,0,0,0,1,165010.51,107934.78,0.8097,0.8525,873371.31,132000,85800,0,14APR2014:14:24:22.985000,0.016789,0.021204
4375,1,0.0489,0.06221,0,0.0486,6-,0.0834,8192.27,322863.73,0.09287,0.1227,247,41,21500000,0,0,0,1,6095079.13,1647333.95,0.4066,0.3925,10271222.03,0,0,0,10FEB2017:10:44:15.785000,0.007745,0.010233
966,1,0.09015,0.2154,0.0536,0.04506,6,0.0628,815.88,36000,0.01722,0.02312,220,11,290000,0,0,0,1,0,5625,1.0457,0.8438,1656563.43,36000,33750,0,18FEB2011:16:13:58.093000,0.001081,0.001452
9537,1,0.02709,0.03809,0,0.05668,4-,0.0174,0,0,0,0,213,21,3000000,0,0,0,0,147102.21,0,0.7914,0,705045.08,0,0,0,23DEC2015:13:29:23.484000,0,0
1553,1,0.07908,0.03144,0.01546,0.02728,5,0.0276,0,0,0,0,244,11,2400000,0,0,0,0,250383.06,0,0.5959,0,1010000,0,0,0,14OCT2015:16:54:34.292000,0,0
5529,1,0.04499,0.03341,0.03291,0.11303,5+,0.0217,5724.82,116000,0.04401,0.04893,187,1,3400000,0,0,0,1,37992.46,0,0.9557,0,858101.31,116000,75400,0,24JAN2012:14:22:48.738000,0.000955,0.001062
1987,1,0.00401,0.05244,0.06336,0.10246,5,0.0276,0,0,0,0,213,21,2100000,0,0,0,0,148869.99,0,0.7868,0,2000000,0,0,0,29DEC2011:11:29:23.983000,0,0
4835,1,0.00626,0.23678,0.06459,0.13904,7+,0.1101,0,0,0,0,221,0,0,0,0,0,0,8262.55,0,0,0,6100000,0,0,0,02OCT2013:14:03:13.262000,0,0
9792,1,0.0763,0.08888,0.0884,0.0841,7-,0.1872,20138.65,462899.06,0.03809,0.0486,294,0,-1,0,0,0,1,96547.51,0,0.7977,0,485419.27,462899.06,361061.27,0,25JAN2011:10:36:18.463000,0.00713,0.009099
4455,1,0.00743,0.20246,0.04657,0.12442,6,0.0628,8324.73,200000,0.04222,0.05026,206,0,2500000,0,0,0,1,69142.79,0,0.8728,0,543370.26,200000,140000,0,20AUG2010:12:25:23.912000,0.002652,0.003156
9716,1,0.03116,0.05244,0.05787,0.04598,6,0.0628,0,0,0,0,246,21,15000000,0,0,0,0,0,0,1.484,0,535000,0,0,0,05MAY2010:14:19:27.688000,0,0
9271,1,0.0364,0.2673,0.11453,0.15483,7,0.1443,1236.68,32660,0.18579,0.23452,241,21,9500000,0,0,0,1,119983.2,0,0.7139,0,419345.8,32660,22862,0,03DEC2013:16:50:13.410000,0.02681,0.033842
3893,1,0.05414,0.08888,0.03974,0.03889,6+,0.0473,3385.03,335000,0.03167,0.03478,228,41,650000,0,0,0,1,88994.78,88994.78,0.7967,0.7967,437722.41,335000,251250,0,18MAR2013:10:49:28.279000,0.001498,0.001645
8468,1,0.05152,0.25204,0.0776,0.04,6,0.0628,18481.97,594500,0.12403,0.17053,225,21,275000,0,0,0,1,426061.32,244507.04,0.8175,0.6425,3000000,594500,423875,0,12JUN2014:09:46:07.056000,0.007789,0.010709
7165,1,0.06516,0.15691,0.08931,0.10538,6,0.0628,855.54,24313.45,0.04982,0.06493,196,21,6677082.76,0,0,0,1,645059.85,618599.85,0.6345,0.6296,2000000,24313.45,14588.07,0,24FEB2011:08:45:11.021000,0.003129,0.004078
8803,1,0.12582,0.09803,0,0.04061,6,0.0628,5161.39,204000,0.04747,0.05666,225,21,22500000,0,0,0,1,283508.66,0,0.2811,0,394376.48,204000,102000,0,09APR2010:09:55:37.209000,0.002981,0.003558
2547,1,0.01882,0.01319,0,0.05082,4,0.0144,5160.08,155000,0.03357,0.06915,187,21,1705000,0,0,0,1,136539.84,0,0.8486,0,902023.71,0,0,0,28JUN2016:09:27:17.781000,0.000483,0.000996
8424,1,0.06067,0.17548,0.12386,0.04279,6,0.0628,0,0,0,0,201,31,4300000,0,0,0,1,69760.92,0,0.8928,1,650556.66,82000,53300,0,04MAR2010:14:09:02.001000,0,0
9051,1,0.00401,0.20031,0.06336,0.10246,5,0.0276,0,0,0,0,241,31,2100000,0,0,0,0,148869.99,0,0.7868,0,2000000,0,0,0,29DEC2011:11:29:23.983000,0,0
3971,1,0.08417,0.09471,0.06487,0.04647,6,0.0628,0,0,0,0,257,41,20000000,0,0,0,0,115187.82,0,0.7508,0,1200000,0,0,0,04DEC2013:13:50:48.700000,0,0
6497,1,0.00889,0.21178,0.03407,0.03108,5-,0.0359,7631.76,300000,0.05349,0.06079,168,1,1150000,0,0,0,1,1554273.84,1554273.84,0.2028,0.2028,1949564.37,300000,0,0,14NOV2012:11:57:21.169000,0.00192,0.002182
6391,1,0.04102,0.15842,0.12592,0.04337,6,0.0628,0,0,0,0,168,0,-2,0,0,0,0,47132.27,33010.88,0.964,0.9748,2000000,0,0,0,17NOV2011:14:14:22.925000,0,0
4169,1,0.04255,0.03164,0,0.0258,5,0.0276,822.1,26000,0.04009,0.05211,206,41,71762181,0,0,0,1,3346866.3,1365200.46,0.5541,0.537,7505617.07,26000,18200,0,16MAR2010:14:26:52.222000,0.001106,0.001438
6219,1,0.02194,0.1389,0.0839,0.02333,5+,0.0217,2352.28,47773.95,0.0477,0.06237,168,0,131000000,0,0,0,1,281097.69,222067.15,0.579,0.5695,667752.3,47773.95,28664.37,0,11AUG2010:10:38:10.466000,0.001035,0.001353
837,1,0.02657,0.02109,0.00865,0.01989,4-,0.0174,3878.03,91500,0.14309,0.17616,259,21,0,0,0,0,1,28637.49,0,0.9327,0,425339.96,91500,68625,0,12DEC2016:14:33:10.198000,0.00249,0.003065
3917,1,0.05171,0.07401,0.17418,0.0568,7+,0.1101,328.43,47386.8,0.0313,0.0393,201,41,12000000,0,0,0,1,538739.22,54725.79,0.8289,0.9225,3148089.75,47386.8,0,0,12JUN2013:11:47:41.188000,0.003446,0.004327
126,1,0.07741,0.04187,0.0809,0.06517,7,0.1443,0,0,0,0,247,21,44679483.84,0,0,0,0,316564.16,294718.2,0.7723,0.7347,2350000,0,0,0,29APR2011:07:46:19.204000,0,0
9206,1,0.01017,0.14043,0.04811,0.07114,4-,0.0174,18516.7,757522,0.01823,0.01389,241,21,0,0,0,0,1,277098.66,277098.66,0.8582,0.8566,1957926.25,757522,466500,0,30APR2013:09:24:00.150000,0.000317,0.000242
10024,1,0.01186,0.09471,0.04693,0.05163,6-,0.0834,0,0,0,0,201,11,39059000,0,0,0,0,578593.71,549610.62,0.2727,0.283,1850000,0,0,0,18OCT2012:16:54:59.512000,0,0
2121,1,0.02002,0.05244,0.0923,0.12034,6+,0.0473,453.63,26700,0.04762,0.05866,215,21,0,0,0,0,1,117069.47,0,0.7684,0,505479.46,26700,20025,0,05MAR2013:11:30:47.545000,0.002253,0.002775
3422,0,0.03516,0.01497,0,0.02527,5,0.0276,0,0,0,0,238,31,2500000,0,0,0,0,0,0,0,0,500000,0,0,0,07JUN2016:15:11:14.376000,0,0
9274,1,0.01468,0.28256,0.1241,0.16024,6,0.0628,6980.96,309228.07,0.14031,0.19232,241,31,560000,0,0,0,1,158430.92,0,0.7429,0,616258.7,309228.07,0,0,31JAN2014:15:01:55.459000,0.008811,0.012078
1688,1,0.03447,0.02748,0.01079,0.01077,3-,0.0101,1718.78,22593,0.17575,0.23464,256,11,0,0,0,0,1,83112.7,83112.7,0.8349,0.8349,503347.04,0,0,0,28SEP2016:08:34:44.507000,0.001775,0.00237
7936,1,0.02388,0.06504,0.05057,0.04605,5,0.0276,0,0,0,0,198,11,2000000,0,0,0,0,67526.46,67526.46,0.825,0.825,385783.32,0,0,0,17MAR2017:11:19:16.477000,0,0
7327,1,0.03207,0.22798,0.08764,0.11901,6,0.0628,2305.35,72900,0.03479,0.0437,196,11,0,0,0,0,1,22565.79,14092.72,0.9473,0.964,428498.88,72900,54675,0,11APR2012:11:05:44.545000,0.002185,0.002744
6881,1,0.02338,0.07584,0.0627,0.01888,4-,0.0174,33894.43,423681.9,0.215,0.19999,168,11,174000,0,0,0,1,76210.24,157271.71,0.8814,0.7129,670939.5,423681.9,211625,0,09DEC2015:14:58:06.064000,0.003741,0.00348
247,0,0.00851,0.06755,0.03109,0.03623,6+,0.0473,1133.42,28740,0.04468,0.05403,224,21,1860020.17,0,0,0,1,76874.38,0,0.6553,0,298935.02,28740,19190,0,02MAR2012:11:05:31.898000,0.002113,0.002556
2587,1,0.02629,0.0382,0,0.06019,5-,0.0359,0,0,0,0,188,21,2500000,0,0,0,0,0,0,0,0,770000,0,0,0,07NOV2016:08:58:46.361000,0,0
4448,1,0.0528,0.15192,0.08745,0.12855,7+,0.1101,0,0,0,0,0,0,0,0,0,0,0,2270257.72,0,0.626,0,7700000,0,0,0,18AUG2010:08:43:26.941000,0,0
3027,1,0.0139,0.09471,0.06459,0.05698,7+,0.1101,27.09,76500,0.03909,0.04883,254,31,6000000,0,0,0,1,160096.47,160096.47,0.7297,0.7103,592391.51,76500,63750,0,03JUL2013:15:08:51.257000,0.004304,0.005377
7647,1,0.03126,0.28256,0.04332,0.12738,6-,0.0834,7237.62,184000,0.21827,0.27668,226,11,2900000,0,0,0,1,96407.13,96407.13,0.7803,0.7803,438885.28,0,0,0,23JAN2015:12:00:26.051000,0.018204,0.023075
7829,1,0.16886,0.1463,0,0.15182,7-,0.1872,12426.41,288750,0.19234,0.15541,226,11,0,0,0,0,1,111187.11,111187.11,0.7549,0.7549,453587.96,0,0,0,15JUN2016:16:58:05.897000,0.036005,0.029092
191,1,0.02031,0.02507,0.02154,0.02239,5+,0.0217,4139.93,120043.37,0.0714,0.08171,190,21,95000000,0,0,0,1,702334.96,702334.96,0.6031,0.6031,1769406.58,120043.37,12004.34,0,17OCT2011:11:22:15.482000,0.001549,0.001773
2753,1,0.0294,0.04187,0.02807,0.03367,6+,0.0473,2247.79,30834,0.0504,0.06077,273,31,1250000,0,0,0,1,104319.62,104319.62,0.7793,0.7793,472704.15,30834,9218.95,0,22MAR2011:13:37:12.488000,0.002384,0.002874
3617,1,0.05878,0.04187,0.11033,0.04744,6-,0.0834,0,0,0,0,203,41,3500000,0,0,0,0,0,0,1.6499,0,348849.41,0,0,0,08FEB2011:15:44:08.055000,0,0
5002,1,0.0628,0.2673,0,0.16754,7-,0.1872,696.12,122000,0.07527,0.00834,218,0,0,0,0,0,1,388398.21,388398.21,0.6944,0.6944,1270836.61,122000,64050,0,02FEB2015:14:15:11.588000,0.014091,0.001561
3264,1,0.01569,0.12523,0.07287,0.07109,7,0.1443,7971.55,239000,0.14457,0.1791,190,31,538550,0,0,0,1,0,57825.45,1,0.8235,3352887.79,239000,167300,0,29APR2015:15:37:12.941000,0.020861,0.025844
6984,1,0.00522,0.15916,0,0.0243,5+,0.0217,20089.31,345000,0.20749,0.22756,211,21,1500000,0,0,0,1,37950,0,0.9076,0,410633.22,0,0,0,12SEP2016:13:18:02.861000,0.004503,0.004938
1737,1,0.08258,0.11084,0,0.07844,7-,0.1872,0,0,0,0,249,11,0,0,0,0,0,515981.83,406763.35,0.0685,0.0804,1000000,0,0,0,10FEB2017:10:30:54.034000,0,0
6556,1,0.02016,0.21964,0.09938,0.03709,6+,0.0473,3205.76,84500,0.03473,0.04371,168,11,2200000,0,0,0,1,52494.16,0,0.8159,0,285110.8,84500,63375,0,15MAY2013:07:08:44.640000,0.001643,0.002068
61,1,0.01154,0.09471,0.04693,0.05152,6-,0.0834,3854.55,79500,0.0606,0.06302,219,21,10800000,0,0,0,1,35601.75,0,0.7503,0,142561.52,79500,55650,0,26NOV2009:13:52:18.025000,0.005054,0.005256
2089,0,0.03999,0.04187,0.16535,0.14368,6-,0.0834,60259.84,1336666.42,0.0229,0.02298,222,21,8700000,0,0,0,1,318431.71,318431.71,0.8246,0.8246,1815125.55,1336666.42,766500,0,22NOV2012:13:49:11.500000,0.00191,0.001917
8343,1,0.05675,0.22901,0.16989,0.08588,7-,0.1872,2984.85,128900,0.04205,0.05199,201,21,55200000,0,0,0,1,32225,32225,0.9088,0.75,353457.7,128900,96675,0,05JUL2013:09:26:38.131000,0.007872,0.009733
10357,1,0.03104,0.0056,0,0.01857,4-,0.0174,0,0,0,0,220,31,860388019.94,0,0,0,0,438653.93,0,0.024,0,1349000,0,0,0,20JUL2015:11:05:46.814000,0,0
5821,1,0.09657,0.12523,0.02708,0.17715,7,0.1443,7914.48,250000,0.0061,0.0061,266,1,10000000,0,0,0,1,0,0,1.0868,0,512500,250000,243520,0,25JUN2014:13:26:49.319000,0.00088,0.00088
7922,1,0.08646,0.12108,0,0.10117,3-,0.0101,0,0,0,0,210,31,2500000,0,0,0,0,0,0,1.1685,1.1685,1000000,0,0,0,21FEB2017:13:36:58.281000,0,0
5302,1,0.02128,0.04165,0.06372,0.06155,6+,0.0473,0,0,0,0,187,1,395000000,0,0,0,1,617350.33,617350.33,0.6322,0.6322,1678696.62,84370,59059,0,12MAY2010:14:25:55.280000,0,0
23,1,0.03131,0.06097,0.01861,0.03898,6+,0.0473,5551.05,157000,0.02308,0.03106,203,21,2500000,0,0,0,1,135427.87,0,0.8533,0,922921.42,157000,109900,0,05JUL2010:15:50:48.651000,0.001092,0.001469
10492,1,0.03001,0.00996,0.0274,0.02191,5+,0.0217,12800.46,214950,0.22314,0.19684,190,21,16883710.2,0,0,0,1,246191.27,148689.01,0.801,0.7617,1236879.32,0,0,0,05JUL2016:16:11:34.985000,0.004842,0.004272
492,1,0.02088,0.09471,0.01272,0.04608,6,0.0628,0,0,0,0,203,21,2100000,0,0,0,0,31126.44,0,0.7966,0,450000,0,0,0,26MAR2014:10:27:32.999000,0,0
9767,1,0.0088,0.0428,0.0254,0.0257,5,0.0276,2715.92,32585.16,0.10908,0.10897,194,21,815371000,0,0,0,1,1512506.4,1122038.03,0.227,0.0533,2040000,32585.16,3258.52,0,04OCT2010:11:15:34.905000,0.003011,0.003008
3576,1,0.01854,0.04187,0.08251,0.0257,5,0.0276,0,0,0,0,201,41,2100000,0,0,0,0,141846.93,0,0.7402,0,546043.96,0,0,0,09SEP2010:12:44:10.675000,0,0
4593,1,0.01361,0.12906,0.06325,0.08334,6+,0.0473,0,0,0,0,221,0,3800000,0,0,0,0,55551.74,0,0.7499,0,310000,0,0,0,15AUG2011:09:26:08.160000,0,0
4611,1,0.02043,0.2522,0.01339,0.14357,7+,0.1101,12507.57,195000,0.04657,0.05519,206,0,2050000,0,0,0,1,96240.62,96240.62,0.5556,0.5556,275000,195000,75500,0,26OCT2011:08:58:17.764000,0.005127,0.006077
914,1,0.03276,0.23917,0.04693,0.06281,7+,0.1101,2440.85,70000,0.0341,0.04482,203,11,2300000,0,0,0,1,108177.21,0,0.8905,0,987845.93,70000,52500,0,29JUL2010:12:49:18.195000,0.003754,0.004935
6322,1,0.0092,0.15786,0.11894,0.02477,5+,0.0217,0,0,0,0,168,0,3000000,0,0,0,0,24194.37,0,0.9152,0,616000,0,0,0,15JUN2011:17:14:36.689000,0,0
8329,1,0.03817,0.19332,0.13086,0.04463,6,0.0628,4301.44,109266.37,0.04627,0.04653,201,21,1900000,1,0,0,1,37307.2,0,0.8899,0,338709.17,109266.37,67500,0,29MAY2013:16:36:10.052000,0.002906,0.002922
9722,1,0.03031,0.07985,0.03854,0.05078,6-,0.0834,0,0,0,0,190,21,6340000,0,0,0,0,11319.49,0,0.8919,0,1000000,0,0,0,08JUN2010:16:00:44.394000,0,0
40,1,0.00743,0.07961,0.04657,0.04431,6,0.0628,8324.73,200000,0.04222,0.05026,206,21,2500000,0,0,0,1,69142.79,0,0.8728,0,543370.26,200000,140000,0,20AUG2010:12:25:23.912000,0.002652,0.003156
199,1,0.0569,0.03341,0.0274,0.04054,6,0.0628,0,0,0,0,216,21,12713000,0,0,0,0,0,0,0,0,500000,0,0,0,07NOV2011:09:32:12.854000,0,0
5123,1,0.01597,0.04914,0,0.04255,3-,0.0101,0,0,0,0,215,0,6737150.03,0,0,0,0,34410.64,34410.64,0.9524,0.9524,1275000,0,0,0,06JAN2016:13:02:26.877000,0,0
2041,1,0.01402,0.05302,0.09439,0.08708,6+,0.0473,0,0,0,0,246,21,120000000,0,0,0,0,0,0,0,0,400000,0,0,0,25MAY2012:10:11:05.714000,0,0
6748,1,0.0322,0.23678,0.08398,0.06407,7,0.1443,0,0,0,0,168,11,36100000,0,0,0,0,280456.96,280456.96,0.5586,0.5586,1010000,0,0,0,06JAN2015:11:34:31.361000,0,0
10440,0,0.0628,0.12523,0,0.09339,7-,0.1872,2553.6,28000,0.13754,0.15095,269,0,0,0,0,0,1,51601.18,51601.18,0.3378,0.3378,77919.94,28000,16800,0,10FEB2016:14:15:56.907000,0.025747,0.028258
535,1,0.03162,0.09471,0.0793,0.06736,7,0.1443,0,0,0,0,258,31,11600000,0,0,0,0,14588.73,0,0.5802,0,300000,0,0,0,15AUG2014:11:27:51.499000,0,0
5146,1,0.0628,0.22743,0,0.18195,7-,0.1872,205.01,4905,0.08378,0.08815,257,0,0,0,0,0,1,1388.56,0,0.8777,0,11355.58,4905,0,0,19FEB2016:15:19:48.687000,0.015683,0.016501
3276,1,0.02085,0.02241,0.01643,0.02028,4-,0.0174,3558.76,180000,0.09458,0.12882,119,31,43000000,0,0,0,1,356500,356500,0,0,356500,180000,0,0,02JUN2015:08:21:06.059000,0.001646,0.002242
7714,1,0.14917,0.10932,0,0.12539,6-,0.0834,0,0,0,0,226,11,28101000,0,0,0,0,0,0,0,0,100000,0,0,0,28JUL2015:12:18:45.370000,0,0
171,1,0.0072,0.12348,0.02259,0.05423,7+,0.1101,3013.41,82200,0.05053,0.05587,205,21,2000000,0,0,0,1,6596980.03,2193545,0.2141,0.0193,8394490.38,82200,43155,0,03AUG2011:17:14:43.755000,0.005563,0.006152
1060,1,0.03452,0.12878,0.08745,0.04176,6,0.0628,3101.66,100000,0.02491,0.03229,239,11,4500000,0,0,0,1,276210.27,276210.27,0.7068,0.7068,941938.55,118597.88,77088.62,0,16AUG2011:11:39:06.180000,0.001564,0.002028
548,1,0.01186,0.12523,0.00924,0.05312,6-,0.0834,6873.91,208460,0.12757,0.17391,225,21,3000000,0,0,0,1,73709.57,0,0.854,0,504841.76,208460,144122.4,0,22SEP2014:16:54:38.904000,0.010639,0.014504
8118,1,0.06012,0.22726,0.12658,0.05423,7+,0.1101,3013.41,82200,0.05053,0.05587,201,21,2000000,0,0,0,1,6596980.03,2193545,0.2141,0.0193,8394490.38,82200,43155,0,03AUG2011:17:14:43.755000,0.005563,0.006152
5237,1,0.01398,0.05119,0.0112,0.04118,4,0.0144,14601.17,279900,0.06813,0.12292,218,0,1100000,0,0,0,1,79505.62,0,0.8217,0,473914.29,279900,223920,0,09NOV2016:11:46:54.430000,0.000981,0.00177
6109,1,0.08592,0.03211,0.01151,0.09718,5+,0.0217,2483.17,93000,0.13155,0.16026,266,1,9000000,0,720.12,1,1,281244.82,281244.82,0.8091,0.8091,1472987.86,93000,69750,0,07OCT2016:11:57:02.980000,0.002855,0.003478
7823,1,0.10603,0.08946,0.07659,0.09224,6-,0.0834,0,0,0,0,226,31,12500000,0,0,0,0,1443365.65,484505.55,0.5758,0.5764,9140000,0,0,0,28APR2016:15:28:03.687000,0,0
4064,1,0.05062,0.12523,0.09822,0.05408,7+,0.1101,4001.92,162000,0.06944,0.11176,205,41,20000000,0,0,0,1,312312.55,312312.55,0.7832,0.7832,1440804.53,162000,121500,0,23JUL2014:09:39:17.208000,0.007646,0.012305
839,1,0.0108,0.00855,0.01607,0.01134,3-,0.0101,0,0,0,0,213,21,1100000,0,0,0,0,4600.23,0,0.9956,1,1035328.06,0,0,0,21DEC2016:16:20:48.542000,0,0
8844,1,0.00893,0.22726,0.10321,0.13501,5-,0.0359,10715.61,347500,0.0424,0.04773,246,21,1500000,0,0,0,1,99703.61,99703.61,0.8537,0.8537,681499.86,347500,260625,0,01JUL2010:10:46:15.771000,0.001522,0.001713
1914,1,0.01614,0.04187,0.13612,0.10207,6,0.0628,1608.83,53900.58,0.04098,0.05349,246,21,0,0,0,0,1,206109.06,27219.79,0.4225,0.5984,750000,53900.58,29645.32,0,27JUN2011:13:44:42.874000,0.002574,0.003359
5946,1,0.09924,0.00729,0,0.06137,6+,0.0473,35148.84,713500,0.19812,0.20177,266,1,0,0,0,0,1,285400,0,0.6,0,713500,713500,428100,0,11SEP2015:15:10:16.004000,0.009371,0.009544
9257,1,0.0072,0.31308,0.08231,0.14347,7,0.1443,8205.02,193060,0.0364,0.04528,241,11,2000000,0,0,0,1,18528.51,0,0.9458,0,341816.23,193060,140317,0,18OCT2013:14:23:09.547000,0.005252,0.006535
1236,1,0.03217,0.11509,0.02314,0.02902,5-,0.0359,0,106207.5,0.04204,0.04913,202,11,0,0,0,0,1,25882.5,2017.47,0.9736,0.9979,980513.9,106207.5,89250,0,21MAR2013:15:05:52.986000,0.001509,0.001764
4525,1,0.03246,0.14706,0.06459,0.11505,6-,0.0834,293.46,9000,0.04276,0.04824,250,0,7500000,0,0,0,1,850992.46,147691.45,0.5089,0.7293,1732806.54,9000,5400,0,14APR2011:10:45:39.777000,0.003566,0.004023
753,1,0.02191,0.01863,0,0.02031,4-,0.0174,6227.17,259000,0.06995,0.11274,225,21,355000,0,0,0,1,28843.96,84353.61,0.9891,0.7367,2656103.97,0,0,0,14APR2016:15:18:40.566000,0.001217,0.001962
2945,1,0.04537,0.09471,0.06459,0.06863,7,0.1443,429.21,54000,0.03111,0.03914,232,31,1800000,0,0,0,1,111432.72,77272.92,0.8025,0.7789,564356.24,54000,45000,0,21AUG2012:10:25:30.051000,0.004489,0.005647
9032,1,0.02069,0.12964,0.09944,0.09614,6,0.0628,0,63345,0.05052,0.03869,241,31,19370000,0,0,0,1,0,0,1,1.5497,215960.22,63345,0,0,09NOV2011:13:43:01.615000,0.003172,0.00243
10253,1,0.01126,0.12523,0.02741,0.05763,7+,0.1101,3217.69,54800,0.18069,0.23044,211,21,5929778.03,0,0,0,1,23612.71,0,0.9256,0,317252.63,54800,38360,0,20AUG2014:10:24:23.740000,0.019894,0.025372
1426,1,0.0643,0.28256,0.01775,0.04697,6-,0.0834,0,0,0,0,282,11,-2,0,0,0,0,188188.9,0,0.5975,0,890000,0,0,0,05SEP2014:17:04:38.226000,0,0
9708,1,0.04016,0.05608,0.06213,0.08623,6+,0.0473,0,0,0,0,271,31,1600000,0,0,0,1,0,0,1.0998,1.0167,747564.48,110000,88000,0,07APR2010:11:49:28.877000,0,0
6976,1,0.00951,0.05899,0.0687,0.01974,4-,0.0174,4677.25,94440,0.18244,0.23184,211,21,2308700,0,0,0,1,64051.3,44277.07,0.8494,0.8619,425444.32,94440,66108,0,04AUG2016:14:39:37.895000,0.003174,0.004034
5659,1,0.05414,0.08888,0.01322,0.09315,6+,0.0473,3385.03,335000,0.03167,0.03478,266,1,650000,0,0,0,1,88994.78,88994.78,0.7967,0.7967,437722.41,335000,251250,0,18MAR2013:10:49:28.279000,0.001498,0.001645
1775,1,0.03031,0.07985,0.11461,0.10868,6-,0.0834,0,0,0,0,190,21,6340000,0,0,0,0,11319.49,0,0.8919,0,1000000,0,0,0,08JUN2010:16:00:44.394000,0,0
2092,1,0.00297,0.05302,0.15595,0.10702,6+,0.0473,10852.47,154663.87,0.07939,0.07864,249,21,20000000,0,0,0,1,150879.88,0,0.5429,0,330102.21,154663.87,92798.32,0,07DEC2012:15:18:28.010000,0.003755,0.00372
8104,0,0.03945,0.21609,0.06293,0.03954,6,0.0628,0,0,0,0,201,21,1810905.71,0,0,0,0,560506.56,207029.61,0.6602,0.6783,3000000,0,0,0,12AUG2011:14:38:40.436000,0,0
8272,1,0.06097,0.19861,0.1033,0.03468,6+,0.0473,2283.82,90000,0.03802,0.05024,201,21,4000000,0,0,0,1,15222.95,0,0.9372,0,272724.37,90000,63000,0,06DEC2012:13:49:34.013000,0.001798,0.002376
10278,1,0.01746,0.12523,0.07287,0.07174,7,0.1443,45932.66,1295850,0.0061,0.0061,251,21,13700000,0,0,0,1,321986.49,321986.49,0.9561,0.9341,7335277.35,1295850,971887.5,0,24NOV2014:13:17:39.602000,0.00088,0.00088
2556,1,0.01884,0.00923,0,0.04646,3-,0.0101,12465.21,297000,0.07882,0.10733,245,21,0,0,0,0,1,109521.91,0,0.7757,0,488305.57,297000,237600,0,25JUL2016:13:35:21.574000,0.000796,0.001084
7388,1,0.12389,0.25067,0.15688,0.17938,6,0.0628,5723.25,219365.2,0.021,0.01985,196,31,8000000,0,0,0,1,34233.99,29922.5,0.9272,0.9141,562527.33,219365.2,211925.15,0,04DEC2012:09:32:14.359000,0.001319,0.001247
10282,1,0.01856,0.09471,0.05444,0.05607,7+,0.1101,0,0,0,0,271,21,3884982.5,0,0,0,0,0,45840.59,1,0.9575,1522000,0,0,0,01DEC2014:13:54:21.197000,0,0
3456,1,0.04885,0.03088,0.10988,0.05807,7+,0.1101,5819.03,133720,0.21731,0.23448,259,31,1700000,0,0,0,1,316982.31,259845.73,0.656,0.6429,921409.03,0,0,0,29SEP2016:11:45:50.410000,0.023925,0.025816
442,1,0.05302,0.09471,0.03183,0.06294,7+,0.1101,870.45,28000,0.20607,0.26212,282,31,0,0,0,0,1,81907.21,80683.55,0.7537,0.741,332502.96,28000,19600,0,19DEC2013:13:25:18.944000,0.022689,0.02886
6833,1,0.0092,0.03256,0,0.00936,3,0.0084,1349.27,31090,0.18876,0.25189,168,11,1700000,0,0,0,1,10083.56,0,0.9599,0,251555.23,0,0,0,05AUG2015:15:00:48.469000,0.001586,0.002116
7771,1,0.07422,0.03809,0,0.05668,4-,0.0174,0,0,0,0,226,21,3000000,0,0,0,0,147102.21,0,0.7914,0,705045.08,0,0,0,23DEC2015:13:29:23.484000,0,0
2955,0,0.02674,0.05302,0.04114,0.04021,6,0.0628,0,0,0,0,217,31,14211130.75,0,0,0,0,2136745.4,2136745.4,0.0005,0.0005,9310000,0,0,0,22NOV2012:12:57:30.312000,0,0
5088,1,0.04085,0.03151,0.01667,0.04409,5,0.0276,0,0,0,0,217,0,1760000,0,0,0,0,661768.18,661768.18,0.5796,0.5796,2760000,0,0,0,21OCT2015:14:02:29.334000,0,0
